PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1629312,Haywood,Highsmith,Haywood Highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,Wheeling Jesuit/USA,6-5,220,3,24,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,haywood_highsmith,2018.0,2023.0,Y,Y,Y,2018,,,N
1630207,Nate,Hinton,Nate Hinton,1999-06-08T00:00:00,Houston,USA,Houston/USA,6-5,210,2,14,Guard-Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,nate_hinton,2020.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641793,D'Moi,Hodge,D'Moi Hodge,1998-12-20T00:00:00,Missouri,British Virgin Islands,Missouri/British Virgin Islands,6-3,188,0,,Guard,Inactive,Y,0,,,,,dmoi_hodge,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628988,Aaron,Holiday,Aaron Holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,5,0,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,aaron_holiday,2018.0,2023.0,N,Y,Y,2018,1,23,N
201950,Jrue,Holiday,Jrue Holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-4,205,14,4,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jrue_holiday,2009.0,2023.0,N,Y,Y,2009,1,17,N
203200,Justin,Holiday,Justin Holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,10,9,Forward-Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,justin_holiday,2012.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1626158,Richaun,Holmes,Richaun Holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-9,235,8,20,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,richaun_holmes,2015.0,2023.0,Y,Y,Y,2015,2,37,N
1631096,Chet,Holmgren,Chet Holmgren,2002-05-01T00:00:00,Gonzaga,USA,Gonzaga/USA,7-1,208,0,7,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,chet_holmgren,2022.0,2023.0,N,Y,Y,2022,1,2,N
1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,2003-06-19T00:00:00,Indiana,USA,Indiana/USA,6-5,215,0,0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jalen_hood-schifino,2023.0,2023.0,Y,Y,Y,2023,1,17,N
201143,Al,Horford,Al Horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,16,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007.0,2023.0,N,Y,Y,2007,1,3,N
1629659,Talen,Horton-Tucker,Talen Horton-Tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,4,5,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,talen_horton-tucker,2019.0,2023.0,Y,Y,Y,2019,2,46,N
1627863,Danuel,House Jr.,Danuel House Jr.,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,7,25,Forward-Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danuel_house,2016.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631216,Caleb,Houstan,Caleb Houstan,2003-01-09T00:00:00,Michigan,Canada,Michigan/Canada,6-8,205,1,2,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,caleb_houstan,2022.0,2023.0,Y,Y,Y,2022,2,32,N
1641724,Jett,Howard,Jett Howard,2003-09-14T00:00:00,Michigan,USA,Michigan/USA,6-6,215,0,13,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,jett_howard,2023.0,2023.0,Y,Y,Y,2023,1,11,N
1628989,Kevin,Huerter,Kevin Huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,5,9,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,kevin_huerter,2018.0,2023.0,N,Y,Y,2018,1,19,N
1630643,Jay,Huff,Jay Huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240,2,30,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jay_huff,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629631,De'Andre,Hunter,De'Andre Hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,221,4,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019.0,2023.0,N,Y,Y,2019,1,4,N
1630538,Bones,Hyland,Bones Hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,2,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,nahshon_hyland,2021.0,2023.0,N,Y,Y,2021,1,26,N
204060,Joe,Ingles,Joe Ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-9,220,9,7,Forward-Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,joe_ingles,2014.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627742,Brandon,Ingram,Brandon Ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,7,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016.0,2023.0,N,Y,Y,2016,1,2,N
202681,Kyrie,Irving,Kyrie Irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,12,11,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kyrie_irving,2011.0,2023.0,N,Y,Y,2011,1,1,N
1628371,Jonathan,Isaac,Jonathan Isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,230,4,1,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017.0,2023.0,Y,Y,Y,2017,1,6,N
1631093,Jaden,Ivey,Jaden Ivey,2002-02-13T00:00:00,Purdue,USA,Purdue/USA,6-4,195,1,23,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jaden_ivey,2022.0,2023.0,N,Y,Y,2022,1,5,N
1641713,GG,Jackson,GG Jackson,2004-12-17T00:00:00,South Carolina,USA,South Carolina/USA,6-9,210,0,45,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,gg_jackson,2023.0,2023.0,Y,Y,Y,2023,2,45,N
1630543,Isaiah,Jackson,Isaiah Jackson,2002-01-10T00:00:00,Kentucky,USA,Kentucky/USA,6-9,205,2,22,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,isaiah_jackson,2021.0,2023.0,Y,Y,Y,2021,1,22,N
202704,Reggie,Jackson,Reggie Jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,12,7,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,reggie_jackson,2011.0,2023.0,Y,Y,Y,2011,1,24,N
1641748,Andre,Jackson Jr.,Andre Jackson Jr.,2001-11-13T00:00:00,Connecticut,USA,Connecticut/USA,6-6,209,0,44,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,andre_jackson_jr,2023.0,2023.0,N,Y,Y,2023,2,36,N
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-10,242,5,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018.0,2023.0,N,Y,Y,2018,1,4,N
1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,2000-02-22T00:00:00,Indiana,USA,Indiana/USA,6-9,245,0,32,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,trayce_jackson-davis,2023.0,2023.0,Y,Y,Y,2023,2,57,N
2544,LeBron,James,LeBron James,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,20,23,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003.0,2023.0,N,Y,Y,2003,1,1,Y
1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,2001-02-18T00:00:00,UCLA,USA,UCLA/USA,6-6,225,0,11,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,jaime_jaquez_jr,2023.0,2023.0,N,Y,Y,2023,1,18,N
1629610,DaQuan,Jeffries,DaQuan Jeffries,1997-08-30T00:00:00,Tulsa,USA,Tulsa/USA,6-5,222,4,,Guard-Forward,Inactive,Y,0,,,,,daquan_jeffries,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629660,Ty,Jerome,Ty Jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,4,2,Guard-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ty_jerome,2019.0,2023.0,Y,Y,Y,2019,1,24,N
1630198,Isaiah,Joe,Isaiah Joe,1999-07-02T00:00:00,Arkansas,USA,Arkansas/USA,6-3,165,3,11,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,isaiah_joe,2020.0,2023.0,Y,Y,Y,2020,2,49,N
1629661,Cameron,Johnson,Cameron Johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,4,2,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,cameron_johnson,2019.0,2023.0,N,Y,Y,2019,1,11,N
1630552,Jalen,Johnson,Jalen Johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,2,1,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021.0,2023.0,Y,Y,Y,2021,1,20,N
1629640,Keldon,Johnson,Keldon Johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-5,220,4,3,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019.0,2023.0,Y,Y,Y,2019,1,29,N
1630553,Keon,Johnson,Keon Johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-5,185,2,45,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,keon_johnson,2021.0,2023.0,Y,Y,Y,2021,1,21,N
1641749,Keyontae,Johnson,Keyontae Johnson,2000-05-24T00:00:00,Kansas State,USA,Kansas State/USA,6-4,230,0,18,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,keyontae_johnson,2023.0,2023.0,Y,Y,Y,2023,2,50,N
203999,Nikola,Jokic,Nikola Jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,8,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015.0,2023.0,N,Y,Y,2014,2,41,N
1641732,Colby,Jones,Colby Jones,2002-05-28T00:00:00,Xavier,USA,Xavier/USA,6-6,207,0,20,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,colby_jones,2023.0,2023.0,Y,Y,Y,2023,2,34,N
1627745,Damian,Jones,Damian Jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-10,245,7,30,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,damian_jones,2016.0,2023.0,Y,Y,Y,2016,1,30,N
1630529,Herbert,Jones,Herbert Jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,2,5,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021.0,2023.0,N,Y,Y,2021,2,35,N
1630200,Tre,Jones,Tre Jones,2000-01-08T00:00:00,Duke,USA,Duke/USA,6-1,185,3,33,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,tre_jones,2020.0,2023.0,Y,Y,Y,2020,2,41,N
1626145,Tyus,Jones,Tyus Jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-1,196,8,5,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,tyus_jones,2015.0,2023.0,Y,Y,Y,2015,1,24,N
1627884,Derrick,Jones Jr.,Derrick Jones Jr.,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,7,55,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,derrick_jones_jr,2016.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201599,DeAndre,Jordan,DeAndre Jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,15,6,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,deandre_jordan,2008.0,2023.0,N,Y,Y,2008,2,35,N
202709,Cory,Joseph,Cory Joseph,1991-08-20T00:00:00,Texas,Canada,Texas/Canada,6-2,200,12,1,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,cory_joseph,2011.0,2023.0,Y,Y,Y,2011,1,29,N
1631107,Nikola,Jovic,Nikola Jovic,2003-06-09T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-10,205,1,5,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,nikola_jovic,2022.0,2023.0,Y,Y,Y,2022,1,27,N
1630548,Johnny,Juzang,Johnny Juzang,2001-03-17T00:00:00,UCLA,USA,UCLA/USA,6-5,209,1,33,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,johnny_juzang,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628379,Luke,Kennard,Luke Kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,6,10,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,luke_kennard,2017.0,2023.0,Y,Y,Y,2017,1,12,N
1631117,Walker,Kessler,Walker Kessler,2001-07-26T00:00:00,Auburn,USA,Auburn/USA,7-0,245,1,24,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,walker_kessler,2022.0,2023.0,N,Y,Y,2022,1,22,N
1630296,Braxton,Key,Braxton Key,1997-02-14T00:00:00,Virginia,USA,Virginia/USA,6-8,225,2,11,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,braxton_key,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630557,Corey,Kispert,Corey Kispert,1999-03-03T00:00:00,Gonzaga,USA,Gonzaga/USA,6-6,224,2,24,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,corey_kispert,2021.0,2023.0,N,Y,Y,2021,1,15,N
1628467,Maxi,Kleber,Maxi Kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,6,42,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1630233,Nathan,Knight,Nathan Knight,1997-09-20T00:00:00,William & Mary,USA,William & Mary/USA,6-8,253,4,13,Forward-Center,Inactive,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathan_knight,2020.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628995,Kevin,Knox II,Kevin Knox II,1999-08-11T00:00:00,Kentucky,USA,Kentucky/USA,6-7,215,5,24,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,kevin_knox,2018.0,2023.0,N,Y,Y,2018,1,9,N
1631132,Christian,Koloko,Christian Koloko,2000-06-20T00:00:00,Arizona,Cameroon,Arizona/Cameroon,7-0,230,2,35,Center,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,christian_koloko,2022.0,2022.0,Y,Y,Y,2022,2,33,N
1629723,John,Konchar,John Konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,Indiana-Purdue Fort Wayne/USA,6-5,210,4,46,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,john_konchar,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627788,Furkan,Korkmaz,Furkan Korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,202,6,30,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,furkan_korkmaz,2017.0,2023.0,Y,Y,Y,2016,1,26,N
1628436,Luke,Kornet,Luke Kornet,1995-07-15T00:00:00,Vanderbilt,USA,Vanderbilt/USA,7-1,250,6,40,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,luke_kornet,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630228,Jonathan,Kuminga,Jonathan Kuminga,2002-10-06T00:00:00,NBA G League Ignite,DRC,NBA G League Ignite/DRC,6-7,225,2,00,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,jonathan_kuminga,2021.0,2023.0,Y,Y,Y,2021,1,7,N
1628398,Kyle,Kuzma,Kyle Kuzma,1995-07-24T00:00:00,Utah,USA,Utah/USA,6-9,221,6,33,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,kyle_kuzma,2017.0,2023.0,N,Y,Y,2017,1,27,N
1631222,Jake,LaRavia,Jake LaRavia,2001-11-03T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,235,1,3,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jake_laravia,2022.0,2023.0,Y,Y,Y,2022,1,19,N
203897,Zach,LaVine,Zach LaVine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-5,200,9,8,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014.0,2023.0,N,Y,Y,2014,1,13,N
1629111,Jock,Landale,Jock Landale,1995-10-25T00:00:00,St. Mary's,Australia,St. Mary's/Australia,6-11,255,2,2,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jock_landale,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630639,A.J.,Lawson,A.J. Lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,6-6,179,1,9,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,aj_lawson,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627747,Caris,LeVert,Caris LeVert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-6,205,7,3,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,caris_levert,2016.0,2023.0,N,Y,Y,2016,1,20,N
1627814,Damion,Lee,Damion Lee,1992-10-21T00:00:00,Drexel,USA,Drexel/USA,6-6,210,6,10,Guard-Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,damion_lee,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630240,Saben,Lee,Saben Lee,1999-06-23T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-2,183,3,38,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,saban_lee,2020.0,2023.0,Y,Y,Y,2020,2,38,N
203458,Alex,Len,Alex Len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,10,25,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,alex_len,2013.0,2023.0,N,Y,Y,2013,1,5,N
202695,Kawhi,Leonard,Kawhi Leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,11,2,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011.0,2023.0,N,Y,Y,2011,1,15,Y
1631171,Justin,Lewis,Justin Lewis,2002-04-12T00:00:00,Marquette,USA,Marquette/USA,6-7,245,1,34,Forward,Inactive,Y,1610612741,Bulls,CHI,bulls,Chicago,justin_lewis,2022.0,2022.0,Y,N,Y,Undrafted,Undrafted,Undrafted,N
1641721,Maxwell,Lewis,Maxwell Lewis,2002-07-27T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,195,0,21,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,maxwell_lewis,2023.0,2023.0,Y,Y,Y,2023,2,40,N
1630184,Kira,Lewis Jr.,Kira Lewis Jr.,2001-04-06T00:00:00,Alabama,USA,Alabama/USA,6-1,170,3,3,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,kira_lewis_jr,2020.0,2023.0,Y,Y,Y,2020,1,13,N
1630604,E.J.,Liddell,E.J. Liddell,2000-12-18T00:00:00,Ohio State,USA,Ohio State/USA,6-6,240,0,32,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,ej_liddell,2022.0,2023.0,Y,Y,Y,2022,2,41,N
203081,Damian,Lillard,Damian Lillard,1990-07-15T00:00:00,Weber State,USA,Weber State/USA,6-2,195,11,0,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,damian_lillard,2012.0,2023.0,N,Y,Y,2012,1,6,Y
1629642,Nassir,Little,Nassir Little,2000-02-11T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,4,25,Forward-Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,nassir_little,2019.0,2023.0,N,Y,Y,2019,1,25,N
1641726,Dereck,Lively II,Dereck Lively II,2004-02-12T00:00:00,Duke,USA,Duke/USA,7-1,230,0,2,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dereck_lively_ii,2023.0,2023.0,N,Y,Y,2023,1,12,N
1630587,Isaiah,Livers,Isaiah Livers,1998-07-28T00:00:00,Michigan,USA,Michigan/USA,6-6,232,2,12,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,isaiah_livers,2021.0,2023.0,Y,Y,Y,2021,2,42,N
1641753,Chris,Livingston,Chris Livingston,2003-10-15T00:00:00,Kentucky,USA,Kentucky/USA,6-6,220,0,7,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,chris_livingston,2023.0,2023.0,Y,Y,Y,2023,2,58,N
1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,2002-08-14T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,275,1,35,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,kenneth_lofton_jr,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1626172,Kevon,Looney,Kevon Looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,8,5,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015.0,2023.0,Y,Y,Y,2015,1,30,N
201572,Brook,Lopez,Brook Lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-1,282,15,11,Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008.0,2023.0,N,Y,Y,2008,1,10,N
201577,Robin,Lopez,Robin Lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-1,281,15,42,Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,robin_lopez,2008.0,2023.0,N,Y,Y,2008,1,15,N
201567,Kevin,Love,Kevin Love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,15,42,Forward-Center,Active,Y,1610612748,Heat,MIA,heat,Miami,kevin_love,2008.0,2023.0,N,Y,Y,2008,1,5,N
200768,Kyle,Lowry,Kyle Lowry,1986-03-25T00:00:00,Villanova,USA,Villanova/USA,6-0,196,17,,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,kyle_lowry,2006.0,2023.0,N,Y,Y,2006,1,24,N
1641754,Seth,Lundy,Seth Lundy,2000-04-02T00:00:00,Penn State,USA,Penn State/USA,6-4,220,0,3,Guard-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,seth_lundy,2023.0,2023.0,Y,Y,Y,2023,2,46,N
1626168,Trey,Lyles,Trey Lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,6-9,234,8,41,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,trey_lyles,2015.0,2023.0,N,Y,Y,2015,1,12,N
1630177,Theo,Maledon,Theo Maledon,2001-06-12T00:00:00,Asvel,France,Asvel/France,6-4,175,3,9,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,theo_maledon,2020.0,2023.0,Y,Y,Y,2020,2,34,N
1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,1999-05-23T00:00:00,Seton Hall,Georgia,Seton Hall/Georgia,6-9,240,2,54,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,sandro_mamukelashvili,2021.0,2023.0,Y,Y,Y,2021,2,54,N
1629611,Terance,Mann,Terance Mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,4,14,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019.0,2023.0,Y,Y,Y,2019,2,48,N
1630544,Tre,Mann,Tre Mann,2001-02-03T00:00:00,Florida,USA,Florida/USA,6-3,178,2,23,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,tre_mann,2021.0,2023.0,Y,Y,Y,2021,1,18,N
1626246,Boban,Marjanovic,Boban Marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-4,290,8,51,Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,boban_marjanovic,2015.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628374,Lauri,Markkanen,Lauri Markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,7-0,240,6,23,Forward-Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,lauri_markkanen,2017.0,2023.0,N,Y,Y,2017,1,7,N
1630230,Naji,Marshall,Naji Marshall,1998-01-24T00:00:00,Xavier,USA,Xavier/USA,6-6,220,3,8,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,naji_marshall,2020.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628997,Caleb,Martin,Caleb Martin,1995-09-28T00:00:00,Nevada,USA,Nevada/USA,6-5,205,4,16,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,caleb_martin,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628998,Cody,Martin,Cody Martin,1995-09-28T00:00:00,Nevada,USA,Nevada/USA,6-6,205,4,11,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019.0,2023.0,Y,Y,Y,2019,2,36,N
1630231,KJ,Martin,KJ Martin,2001-01-06T00:00:00,IMG Academy (FL),USA,IMG Academy (FL)/USA,6-6,215,3,1,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,kenyon_martin_jr,2020.0,2023.0,Y,Y,Y,2020,2,52,N
1629726,Garrison,Mathews,Garrison Mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-6,215,4,25,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,garrison_mathews,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
