,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
163,1630692,Jordan,Goodwin,Jordan Goodwin,"Goodwin, Jordan",J. Goodwin,jordan-goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-4,200,2,0,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jordan_goodwin,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
164,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,9,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014.0,2023.0,N,Y,Y,2014,1,4,N
165,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,15,23,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,eric_gordon,2008.0,2023.0,N,Y,Y,2008,1,7,N
166,1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195,5,4,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,devonte_graham,2018.0,2023.0,Y,Y,Y,2018,2,34,N
167,203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-7,210,9,9,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,jerami_grant,2014.0,2023.0,N,Y,Y,2014,2,39,N
168,1631260,AJ,Green,AJ Green,"Green, AJ",A. Green,aj-green,1999-09-27T00:00:00,Northern Iowa,USA,Northern Iowa/USA,6-4,190,1,20,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,aj_green,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
169,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,14,,Guard,Inactive,Y,0,,,,,danny_green,2009.0,2023.0,Y,Y,Y,2009,2,46,N
170,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,11,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012.0,2023.0,N,Y,Y,2012,2,35,N
171,1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,2,4,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jalen_green,2021.0,2023.0,Y,Y,Y,2021,1,2,N
172,201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,15,32,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007.0,2023.0,N,Y,Y,2007,1,5,N
173,1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-5,200,3,8,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,josh_green,2020.0,2023.0,Y,Y,Y,2020,1,18,N
174,1631100,AJ,Griffin,AJ Griffin,"Griffin, AJ",A. Griffin,aj-griffin,2003-08-25T00:00:00,Duke,USA,Duke/USA,6-6,220,1,14,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,aj_griffin,2022.0,2023.0,N,Y,Y,2022,1,16,N
175,1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-5,210,2,6,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,quentin_grimes,2021.0,2023.0,N,Y,Y,2021,1,25,N
176,1631243,Mouhamed,Gueye,Mouhamed Gueye,"Gueye, Mouhamed",M. Gueye,mouhamed-gueye,2002-11-09T00:00:00,Washington State,Senegal,Washington State/Senegal,6-10,210,0,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,mouhamed_gueye,2023.0,2023.0,N,Y,Y,2023,2,39,N
177,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,4,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019.0,2023.0,N,Y,Y,2019,1,9,N
178,1630169,Tyrese,Haliburton,Tyrese Haliburton,"Haliburton, Tyrese",T. Haliburton,tyrese-haliburton,2000-02-29T00:00:00,Iowa State,USA,Iowa State/USA,6-5,185,3,0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tyrese_haliburton,2020.0,2023.0,N,Y,Y,2020,1,12,N
179,1630181,R.J.,Hampton,R.J. Hampton,"Hampton, R.J.",R. Hampton,rj-hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,New Zealand Breakers/USA,6-4,175,3,4,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,rj_hampton,2020.0,2023.0,Y,Y,Y,2020,1,24,N
180,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,10,10,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway_jr,2013.0,2023.0,Y,Y,Y,2013,1,24,N
181,201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,14,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,james_harden,2009.0,2023.0,N,Y,Y,2009,1,3,Y
182,1630702,Jaden,Hardy,Jaden Hardy,"Hardy, Jaden",J. Hardy,jaden-hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198,1,1,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,jaden_hardy,2021.0,2023.0,Y,Y,Y,2022,2,37,N
183,1631199,Ron,Harper Jr.,Ron Harper Jr.,"Harper Jr., Ron",R. Harper Jr.,ron-harper-jr,2000-04-12T00:00:00,Rutgers,USA,Rutgers/USA,6-4,233,1,,Guard-Forward,Inactive,Y,0,,,,,ron_harper_jr,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
184,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,9,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014.0,2023.0,N,Y,Y,2014,1,19,N
185,203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,9,31,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,joe_harris,2014.0,2023.0,Y,Y,Y,2014,2,33,N
186,1630284,Kevon,Harris,Kevon Harris,"Harris, Kevon",K. Harris,kevon-harris,1997-06-24T00:00:00,Stephen F. Austin,USA,Stephen F. Austin/USA,6-5,216,1,8,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,kevon_harris,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
187,202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-8,226,12,12,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011.0,2023.0,N,Y,Y,2011,1,19,N
188,1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-4,215,6,3,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,josh_hart,2017.0,2023.0,Y,Y,Y,2017,1,30,N
189,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,5,55,Center-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,isaiah_hartenstein,2018.0,2023.0,Y,Y,Y,2017,2,43,N
190,1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,2,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
191,1641722,Jordan,Hawkins,Jordan Hawkins,"Hawkins, Jordan",J. Hawkins,jordan-hawkins,2002-04-29T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190,0,24,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jordan_hawkins,2023.0,2023.0,Y,Y,Y,2023,1,14,N
192,1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220,4,11,Center-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jaxson_hayes,2019.0,2023.0,Y,Y,Y,2019,1,8,N
193,1630165,Killian,Hayes,Killian Hayes,"Hayes, Killian",K. Hayes,killian-hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195,3,7,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,killian_hayes,2020.0,2023.0,N,Y,Y,2020,1,7,N
194,202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,13,20,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010.0,2023.0,N,Y,Y,2010,1,9,N
195,1630703,Scoot,Henderson,Scoot Henderson,"Henderson, Scoot",S. Henderson,scoot-henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,202,0,00,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021.0,2023.0,Y,Y,Y,2023,1,3,N
196,1641707,Taylor,Hendricks,Taylor Hendricks,"Hendricks, Taylor",T. Hendricks,taylor-hendricks,2003-11-22T00:00:00,Central Florida,USA,Central Florida/USA,6-9,215,0,0,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,taylor_hendricks,2023.0,2023.0,Y,Y,Y,2023,1,9,N
197,1629639,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,4,14,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019.0,2023.0,N,Y,Y,2019,1,13,N
198,1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,7,7,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,buddy_hield,2016.0,2023.0,N,Y,Y,2016,1,6,N
199,1629312,Haywood,Highsmith,Haywood Highsmith,"Highsmith, Haywood",H. Highsmith,haywood-highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,Wheeling Jesuit/USA,6-5,220,3,24,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,haywood_highsmith,2018.0,2023.0,Y,Y,Y,2018,,,N
200,1630207,Nate,Hinton,Nate Hinton,"Hinton, Nate",N. Hinton,nate-hinton,1999-06-08T00:00:00,Houston,USA,Houston/USA,6-5,210,2,14,Guard-Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,nate_hinton,2020.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201,1641793,D'Moi,Hodge,D'Moi Hodge,"Hodge, D'Moi",D. Hodge,dmoi-hodge,1998-12-20T00:00:00,Missouri,British Virgin Islands,Missouri/British Virgin Islands,6-3,188,0,,Guard,Inactive,Y,0,,,,,dmoi_hodge,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202,1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,5,0,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,aaron_holiday,2018.0,2023.0,N,Y,Y,2018,1,23,N
203,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-4,205,14,4,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jrue_holiday,2009.0,2023.0,N,Y,Y,2009,1,17,N
204,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,10,9,Forward-Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,justin_holiday,2012.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
205,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-9,235,8,20,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,richaun_holmes,2015.0,2023.0,Y,Y,Y,2015,2,37,N
206,1631096,Chet,Holmgren,Chet Holmgren,"Holmgren, Chet",C. Holmgren,chet-holmgren,2002-05-01T00:00:00,Gonzaga,USA,Gonzaga/USA,7-1,208,0,7,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,chet_holmgren,2022.0,2023.0,N,Y,Y,2022,1,2,N
207,1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,"Hood-Schifino, Jalen",J. Hood-Schifino,jalen-hood-schifino,2003-06-19T00:00:00,Indiana,USA,Indiana/USA,6-5,215,0,0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jalen_hood-schifino,2023.0,2023.0,Y,Y,Y,2023,1,17,N
208,201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,16,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007.0,2023.0,N,Y,Y,2007,1,3,N
209,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,"Horton-Tucker, Talen",T. Horton-Tucker,talen-horton-tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,4,5,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,talen_horton-tucker,2019.0,2023.0,Y,Y,Y,2019,2,46,N
210,1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,danuel-house-jr,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,7,25,Forward-Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danuel_house,2016.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
211,1631216,Caleb,Houstan,Caleb Houstan,"Houstan, Caleb",C. Houstan,caleb-houstan,2003-01-09T00:00:00,Michigan,Canada,Michigan/Canada,6-8,205,1,2,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,caleb_houstan,2022.0,2023.0,Y,Y,Y,2022,2,32,N
212,1641724,Jett,Howard,Jett Howard,"Howard, Jett",J. Howard,jett-howard,2003-09-14T00:00:00,Michigan,USA,Michigan/USA,6-6,215,0,13,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,jett_howard,2023.0,2023.0,Y,Y,Y,2023,1,11,N
213,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,5,9,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,kevin_huerter,2018.0,2023.0,N,Y,Y,2018,1,19,N
214,1630643,Jay,Huff,Jay Huff,"Huff, Jay",J. Huff,jay-huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240,2,30,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jay_huff,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
215,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,221,4,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019.0,2023.0,N,Y,Y,2019,1,4,N
216,1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,2,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,nahshon_hyland,2021.0,2023.0,N,Y,Y,2021,1,26,N
217,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-9,220,9,7,Forward-Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,joe_ingles,2014.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
218,1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,7,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016.0,2023.0,N,Y,Y,2016,1,2,N
219,202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,12,11,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kyrie_irving,2011.0,2023.0,N,Y,Y,2011,1,1,N
220,1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,230,4,1,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017.0,2023.0,Y,Y,Y,2017,1,6,N
221,1631093,Jaden,Ivey,Jaden Ivey,"Ivey, Jaden",J. Ivey,jaden-ivey,2002-02-13T00:00:00,Purdue,USA,Purdue/USA,6-4,195,1,23,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jaden_ivey,2022.0,2023.0,N,Y,Y,2022,1,5,N
222,1641713,GG,Jackson,GG Jackson,"Jackson, GG",G. Jackson,gg-jackson,2004-12-17T00:00:00,South Carolina,USA,South Carolina/USA,6-9,210,0,45,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,gg_jackson,2023.0,2023.0,Y,Y,Y,2023,2,45,N
223,1630543,Isaiah,Jackson,Isaiah Jackson,"Jackson, Isaiah",I. Jackson,isaiah-jackson,2002-01-10T00:00:00,Kentucky,USA,Kentucky/USA,6-9,205,2,22,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,isaiah_jackson,2021.0,2023.0,Y,Y,Y,2021,1,22,N
224,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,12,7,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,reggie_jackson,2011.0,2023.0,Y,Y,Y,2011,1,24,N
225,1641748,Andre,Jackson Jr.,Andre Jackson Jr.,"Jackson Jr., Andre",A. Jackson Jr.,andre-jackson-jr,2001-11-13T00:00:00,Connecticut,USA,Connecticut/USA,6-6,209,0,44,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,andre_jackson_jr,2023.0,2023.0,N,Y,Y,2023,2,36,N
226,1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-10,242,5,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018.0,2023.0,N,Y,Y,2018,1,4,N
227,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,"Jackson-Davis, Trayce",T. Jackson-Davis,trayce-jackson-davis,2000-02-22T00:00:00,Indiana,USA,Indiana/USA,6-9,245,0,32,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,trayce_jackson-davis,2023.0,2023.0,Y,Y,Y,2023,2,57,N
228,2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,20,23,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003.0,2023.0,N,Y,Y,2003,1,1,Y
229,1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,"Jaquez Jr., Jaime",J. Jaquez Jr.,jaime-jaquez-jr,2001-02-18T00:00:00,UCLA,USA,UCLA/USA,6-6,225,0,11,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,jaime_jaquez_jr,2023.0,2023.0,N,Y,Y,2023,1,18,N
230,1629610,DaQuan,Jeffries,DaQuan Jeffries,"Jeffries, DaQuan",D. Jeffries,daquan-jeffries,1997-08-30T00:00:00,Tulsa,USA,Tulsa/USA,6-5,222,4,,Guard-Forward,Inactive,Y,0,,,,,daquan_jeffries,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
231,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,4,2,Guard-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ty_jerome,2019.0,2023.0,Y,Y,Y,2019,1,24,N
232,1630198,Isaiah,Joe,Isaiah Joe,"Joe, Isaiah",I. Joe,isaiah-joe,1999-07-02T00:00:00,Arkansas,USA,Arkansas/USA,6-3,165,3,11,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,isaiah_joe,2020.0,2023.0,Y,Y,Y,2020,2,49,N
233,1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,4,2,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,cameron_johnson,2019.0,2023.0,N,Y,Y,2019,1,11,N
234,1630552,Jalen,Johnson,Jalen Johnson,"Johnson, Jalen",J. Johnson,jalen-johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,2,1,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021.0,2023.0,Y,Y,Y,2021,1,20,N
235,1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-5,220,4,3,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019.0,2023.0,Y,Y,Y,2019,1,29,N
236,1630553,Keon,Johnson,Keon Johnson,"Johnson, Keon",K. Johnson,keon-johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-5,185,2,45,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,keon_johnson,2021.0,2023.0,Y,Y,Y,2021,1,21,N
237,1641749,Keyontae,Johnson,Keyontae Johnson,"Johnson, Keyontae",K. Johnson,keyontae-johnson,2000-05-24T00:00:00,Kansas State,USA,Kansas State/USA,6-4,230,0,18,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,keyontae_johnson,2023.0,2023.0,Y,Y,Y,2023,2,50,N
238,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,8,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015.0,2023.0,N,Y,Y,2014,2,41,N
239,1641732,Colby,Jones,Colby Jones,"Jones, Colby",C. Jones,colby-jones,2002-05-28T00:00:00,Xavier,USA,Xavier/USA,6-6,207,0,20,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,colby_jones,2023.0,2023.0,Y,Y,Y,2023,2,34,N
240,1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-10,245,7,30,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,damian_jones,2016.0,2023.0,Y,Y,Y,2016,1,30,N
241,1630529,Herbert,Jones,Herbert Jones,"Jones, Herbert",H. Jones,herbert-jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,2,5,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021.0,2023.0,N,Y,Y,2021,2,35,N
242,1630200,Tre,Jones,Tre Jones,"Jones, Tre",T. Jones,tre-jones,2000-01-08T00:00:00,Duke,USA,Duke/USA,6-1,185,3,33,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,tre_jones,2020.0,2023.0,Y,Y,Y,2020,2,41,N
243,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-1,196,8,5,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,tyus_jones,2015.0,2023.0,Y,Y,Y,2015,1,24,N
244,1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,7,55,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,derrick_jones_jr,2016.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
245,201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,15,6,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,deandre_jordan,2008.0,2023.0,N,Y,Y,2008,2,35,N
